id;estado;cidade;bairro;endereco;preco;avaliacao;desconto;descricao;modalidade;link;financiamento;FGTS;imagem;pdf
id;estado;cidade;bairro;endereco;preco;avaliacao;desconto;descricao;modalidade;link;financiamento;FGTS;https://venda-imoveis.caixa.gov.br/fotos/Fid21.jpg;https://venda-imoveis.caixa.gov.br/editais/matricula/PB/id.pdf
8787701637092;PB;JOAO PESSOA;MUCUMAGRO;RUA  ESTUDANTE DALMO BELMONT, N. 145, Apto 304, .;57.085,46;108.000,00;47.15;Apartamento, 0.00 de �rea total, 44.45 de �rea privativa, 0.00 de �rea do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787701637092;Não;Sim;https://venda-imoveis.caixa.gov.br/fotos/F878770163709221.jpg;https://venda-imoveis.caixa.gov.br/editais/matricula/PB/8787701637092.pdf
8787702665391;PB;JOAO PESSOA;MUCUMAGRO;RUA ESC PATATIVA DO ASSARE, N. 160, Apto 103, LT450 QD29 BLA LOT QUINTAS DO GRAMAME;58.142,60;110.000,00;47.15;Apartamento, 0.00 de �rea total, 44.55 de �rea privativa, 0.00 de �rea do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787702665391;Não;Sim;https://venda-imoveis.caixa.gov.br/fotos/F878770266539121.jpg;https://venda-imoveis.caixa.gov.br/editais/matricula/PB/8787702665391.pdf
8444404024549;PB;JOAO PESSOA;GRAMAME;RUA DORISE SOUZA VIANA, N. 121, Apto 203, .;55.499,75;105.000,00;47.15;Apartamento, 0.00 de �rea total, 43.20 de �rea privativa, 0.00 de �rea do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444404024549;Não;Sim;https://venda-imoveis.caixa.gov.br/fotos/F844440402454921.jpg;https://venda-imoveis.caixa.gov.br/editais/matricula/PB/8444404024549.pdf
8444408619938;PB;JOAO PESSOA;GRAMAME;RUA CRHISTIANE DANTAS CHAVES, N. 613, Apto 202, 0;55.499,75;105.000,00;47.15;Apartamento, 0.00 de �rea total, 43.50 de �rea privativa, 0.00 de �rea do terreno,  2 qto(s), a.serv, WC, 1 sala(s), sacada, cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444408619938;Não;Sim;https://venda-imoveis.caixa.gov.br/fotos/F844440861993821.jpg;https://venda-imoveis.caixa.gov.br/editais/matricula/PB/8444408619938.pdf
8444410793982;PB;JOAO PESSOA;GRAMAME;RUA ALEXSANDRO FERREIRA NARCIZO, N. 381, Apto 202, 1 ANDAR;57.746,17;109.250,00;47.15;Apartamento, 0.00 de �rea total, 42.35 de �rea privativa, 0.00 de �rea do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444410793982;Não;Sim;https://venda-imoveis.caixa.gov.br/fotos/F844441079398221.jpg;https://venda-imoveis.caixa.gov.br/editais/matricula/PB/8444410793982.pdf
8444414350716;PB;JOAO PESSOA;GRAMAME;RUA PROFESSOR SEMEAO FREIRE DE ARAUJO N 171 202 16, N. 171, Apto 202, 0;58.142,60;110.000,00;47.15;Apartamento, 0.00 de �rea total, 41.30 de �rea privativa, 0.00 de �rea do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444414350716;Não;Sim;https://venda-imoveis.caixa.gov.br/fotos/F844441435071621.jpg;https://venda-imoveis.caixa.gov.br/editais/matricula/PB/8444414350716.pdf
8444417798238;PB;JOAO PESSOA;GRAMAME;RUA MANOEL RODRIGUES DE LACERDA, N. 134, Apto 101, .;57.614,03;109.000,00;47.15;Apartamento, 0.00 de �rea total, 49.00 de �rea privativa, 0.00 de �rea do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444417798238;Não;Sim;https://venda-imoveis.caixa.gov.br/fotos/F844441779823821.jpg;https://venda-imoveis.caixa.gov.br/editais/matricula/PB/8444417798238.pdf
8444419440381;PB;JOAO PESSOA;GRAMAME;RUA EXCOMBATENTE JOSE DO PATROCINIO DE CARVALHO, N. 252, Apto 203, ANDAR 01;55.499,75;105.000,00;47.15;Apartamento, 0.00 de �rea total, 31.92 de �rea privativa, 0.00 de �rea do terreno,  1 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444419440381;Não;Sim;https://venda-imoveis.caixa.gov.br/fotos/F844441944038121.jpg;https://venda-imoveis.caixa.gov.br/editais/matricula/PB/8444419440381.pdf
8555508465144;PB;JOAO PESSOA;GRAMAME;RUA JOAQUIM MONTEIRO DA FRANCA, N. 253, Apto 102, 0;56.677,46;107.228,10;47.15;Apartamento, 0.00 de �rea total, 45.31 de �rea privativa, 0.00 de �rea do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8555508465144;Não;Sim;https://venda-imoveis.caixa.gov.br/fotos/F855550846514421.jpg;https://venda-imoveis.caixa.gov.br/editais/matricula/PB/8555508465144.pdf
8444404750479;PB;JOAO PESSOA;PARATIBE;RUA ARAUCARIA, N. 158, Apto 101, .;58.142,60;110.000,00;47.15;Apartamento, 0.00 de �rea total, 45.59 de �rea privativa, 0.00 de �rea do terreno,  2 qto(s), WC, 2 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444404750479;Não;Sim;https://venda-imoveis.caixa.gov.br/fotos/F844440475047921.jpg;https://venda-imoveis.caixa.gov.br/editais/matricula/PB/8444404750479.pdf
1787700530253;PB;JOAO PESSOA;ERNANI SATIRO;RUA ANA ESPINOLA NAVARRO, N. 400, Apto 307, BL 08;63.841,80;120.760,80;47.14;Apartamento, 0.00 de �rea total, 45.06 de �rea privativa, 0.00 de �rea do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1787700530253;Não;Sim;https://venda-imoveis.caixa.gov.br/fotos/F178770053025321.jpg;https://venda-imoveis.caixa.gov.br/editais/matricula/PB/1787700530253.pdf
8787703855925;PB;JOAO PESSOA;MUCUMAGRO;RUA DOMINGOS JOSE DA PAIXAO, N. 989, Apto 204, BL D;62.780,49;118.400,00;46.98;Apartamento, 0.00 de �rea total, 44.55 de �rea privativa, 0.00 de �rea do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787703855925;Não;Sim;https://venda-imoveis.caixa.gov.br/fotos/F878770385592521.jpg;https://venda-imoveis.caixa.gov.br/editais/matricula/PB/8787703855925.pdf
8444412314798;PB;JOAO PESSOA;VALENTINA DE FIGUEIREDO;RUA AIDA MONT  MORENCY PINHEIRO, N. 573, Apto 202, 0;65.749,83;124.000,00;46.98;Apartamento, 0.00 de �rea total, 48.12 de �rea privativa, 0.00 de �rea do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444412314798;Não;Sim;https://venda-imoveis.caixa.gov.br/fotos/F844441231479821.jpg;https://venda-imoveis.caixa.gov.br/editais/matricula/PB/8444412314798.pdf
8444424410703;PB;JOAO PESSOA;ERNANI SATIRO;RUA ANA ESPINOLA NAVARRO, N. 400, Apto 201, BL 13;62.409,32;117.700,00;46.98;Apartamento, 0.00 de �rea total, 44.30 de �rea privativa, 0.00 de �rea do terreno,  2 qto(s), a.serv, WC, 1 sala(s), 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444424410703;Não;Sim;https://venda-imoveis.caixa.gov.br/fotos/F844442441070321.jpg;https://venda-imoveis.caixa.gov.br/editais/matricula/PB/8444424410703.pdf
8787705013018;PB;JOAO PESSOA;ERNANI SATIRO;RUA ANA ESPINOLA NAVARRO, N. 400, Apto 206, BL A17;60.977,67;115.000,00;46.98;Apartamento, 0.00 de �rea total, 46.29 de �rea privativa, 0.00 de �rea do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787705013018;Não;Não;https://venda-imoveis.caixa.gov.br/fotos/F878770501301821.jpg;https://venda-imoveis.caixa.gov.br/editais/matricula/PB/8787705013018.pdf
8787712418281;PB;JOAO PESSOA;ERNANI SATIRO;RUA ANA ESPINOLA NAVARRO, N. 400, Apto 409, 3 ANDAR BL B08;63.628,87;120.000,00;46.98;Apartamento, 0.00 de �rea total, 44.30 de �rea privativa, 0.00 de �rea do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787712418281;Não;Sim;https://venda-imoveis.caixa.gov.br/fotos/F878771241828121.jpg;https://venda-imoveis.caixa.gov.br/editais/matricula/PB/8787712418281.pdf
8444425444610;PB;JOAO PESSOA;INDUSTRIAS;RUA DOS DIAMANTES, N. 650, Apto 103, BL Q;65.219,59;123.000,00;46.98;Apartamento, 0.00 de �rea total, 48.42 de �rea privativa, 0.00 de �rea do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444425444610;Não;Sim;https://venda-imoveis.caixa.gov.br/fotos/F844442544461021.jpg;https://venda-imoveis.caixa.gov.br/editais/matricula/PB/8444425444610.pdf
8555509548515;PB;JOAO PESSOA;INDUSTRIAS;RUA DIAMANTES, N. 650, Apto 201, BL O;65.749,83;124.000,00;46.98;Apartamento, 0.00 de �rea total, 49.09 de �rea privativa, 0.00 de �rea do terreno.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8555509548515;Não;Sim;https://venda-imoveis.caixa.gov.br/fotos/F855550954851521.jpg;https://venda-imoveis.caixa.gov.br/editais/matricula/PB/8555509548515.pdf
8555525785291;PB;JOAO PESSOA;INDUSTRIAS;RUA DOS DIAMANTES, N. 650, Apto 103, BL N;63.628,87;120.000,00;46.98;Apartamento, 0.00 de �rea total, 48.42 de �rea privativa, 0.00 de �rea do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8555525785291;Não;Sim;https://venda-imoveis.caixa.gov.br/fotos/F855552578529121.jpg;https://venda-imoveis.caixa.gov.br/editais/matricula/PB/8555525785291.pdf
8555538144141;PB;JOAO PESSOA;ILHA DO BISPO;RUA  GENERAL AURELIO DE LYRA TAVARES, N. 2813, Apto 202, BL C;63.098,63;119.000,00;46.98;Apartamento, 0.00 de �rea total, 58.39 de �rea privativa, 0.00 de �rea do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8555538144141;Não;Sim;https://venda-imoveis.caixa.gov.br/fotos/F855553814414121.jpg;https://venda-imoveis.caixa.gov.br/editais/matricula/PB/8555538144141.pdf
8444420962159;PB;JOAO PESSOA;MUCUMAGRO;RUA VIGILANTE GIVANILDO GOMES, N. 163, Apto 403, .;65.219,59;123.000,00;46.98;Apartamento, 0.00 de �rea total, 42.60 de �rea privativa, 0.00 de �rea do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444420962159;Não;Sim;https://venda-imoveis.caixa.gov.br/fotos/F844442096215921.jpg;https://venda-imoveis.caixa.gov.br/editais/matricula/PB/8444420962159.pdf
8444423854144;PB;JOAO PESSOA;MUCUMAGRO;RUA ARNAUD PEREIRA DE LIMA, N. 206, Apto 306, 2ANDAR;64.689,35;122.000,00;46.98;Apartamento, 0.00 de �rea total, 39.61 de �rea privativa, 0.00 de �rea do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444423854144;Não;Sim;https://venda-imoveis.caixa.gov.br/fotos/F844442385414421.jpg;https://venda-imoveis.caixa.gov.br/editais/matricula/PB/8444423854144.pdf
8444425487130;PB;JOAO PESSOA;MUCUMAGRO;RUA LUIZ CEZAR, N. 114, Apto 201, 1ANDAR;60.977,67;115.000,00;46.98;Apartamento, 0.00 de �rea total, 42.58 de �rea privativa, 0.00 de �rea do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444425487130;Não;Sim;https://venda-imoveis.caixa.gov.br/fotos/F844442548713021.jpg;https://venda-imoveis.caixa.gov.br/editais/matricula/PB/8444425487130.pdf
8787700978236;PB;JOAO PESSOA;MUCUMAGRO;RUA DOMINGOS JOSE DA PAIXAO, N. 1460, Apto 102, BL B;63.098,63;119.000,00;46.98;Apartamento, 0.00 de �rea total, 46.30 de �rea privativa, 0.00 de �rea do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787700978236;Não;Não;https://venda-imoveis.caixa.gov.br/fotos/F878770097823621.jpg;https://venda-imoveis.caixa.gov.br/editais/matricula/PB/8787700978236.pdf
8787702484990;PB;JOAO PESSOA;MUCUMAGRO;RUA DOM HELDER CAMARA, N. 80, Apto 203, BL D;62.568,39;118.000,00;46.98;Apartamento, 0.00 de �rea total, 45.35 de �rea privativa, 0.00 de �rea do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787702484990;Não;Sim;https://venda-imoveis.caixa.gov.br/fotos/F878770248499021.jpg;https://venda-imoveis.caixa.gov.br/editais/matricula/PB/8787702484990.pdf
8787704079309;PB;JOAO PESSOA;MUCUMAGRO;RUA ESCRITOR PATATIVA DO ASSARE, N. 100, Apto 401, LT 400 QD 29 BL C;61.474,51;115.937,00;46.98;Apartamento, 0.00 de �rea total, 44.55 de �rea privativa, 0.00 de �rea do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787704079309;Não;Sim;https://venda-imoveis.caixa.gov.br/fotos/F878770407930921.jpg;https://venda-imoveis.caixa.gov.br/editais/matricula/PB/8787704079309.pdf
8444407598511;PB;JOAO PESSOA;GRAMAME;RUA DORISE SOUZA VIANA, N. 187, Apto 202, 0;63.683,11;120.102,29;46.98;Apartamento, 0.00 de �rea total, 46.76 de �rea privativa, 0.00 de �rea do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444407598511;Não;Sim;https://venda-imoveis.caixa.gov.br/fotos/F844440759851121.jpg;https://venda-imoveis.caixa.gov.br/editais/matricula/PB/8444407598511.pdf
8444412787165;PB;JOAO PESSOA;GRAMAME;RUA ALCIDES RIBEIRO DA SILVA, N. 264, Apto 101, 0;63.628,87;120.000,00;46.98;Apartamento, 0.00 de �rea total, 42.80 de �rea privativa, 0.00 de �rea do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444412787165;Não;Sim;https://venda-imoveis.caixa.gov.br/fotos/F844441278716521.jpg;https://venda-imoveis.caixa.gov.br/editais/matricula/PB/8444412787165.pdf
8444421725673;PB;JOAO PESSOA;GRAMAME;RUA ARNALDO CAMPELO, N. 291, Apto 203, 1 ANDAR;64.689,35;122.000,00;46.98;Apartamento, 0.00 de �rea total, 40.32 de �rea privativa, 0.00 de �rea do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444421725673;Não;Não;https://venda-imoveis.caixa.gov.br/fotos/F844442172567321.jpg;https://venda-imoveis.caixa.gov.br/editais/matricula/PB/8444421725673.pdf
8444422853160;PB;JOAO PESSOA;GRAMAME;RUA JOSINALDO FLORENCIO DA SILVA, N. 179, Apto 308, BL D;60.977,67;115.000,00;46.98;Apartamento, 0.00 de �rea total, 42.82 de �rea privativa, 0.00 de �rea do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444422853160;Não;Sim;https://venda-imoveis.caixa.gov.br/fotos/F844442285316021.jpg;https://venda-imoveis.caixa.gov.br/editais/matricula/PB/8444422853160.pdf
8444424206162;PB;JOAO PESSOA;GRAMAME;RUA OSCAR SEVERINO DA SILVA, N. 84, Apto 201, 1ANDAR;62.568,39;118.000,00;46.98;Apartamento, 0.00 de �rea total, 50.97 de �rea privativa, 0.00 de �rea do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444424206162;Não;Sim;https://venda-imoveis.caixa.gov.br/fotos/F844442420616221.jpg;https://venda-imoveis.caixa.gov.br/editais/matricula/PB/8444424206162.pdf
8444424571987;PB;JOAO PESSOA;GRAMAME;RUA ECONOMISTA CLODOALDO PINHEIRO DE ARAUJO, N. 315, Apto 202, 1ANDAR;63.893,99;120.500,00;46.98;Apartamento, 0.00 de �rea total, 43.51 de �rea privativa, 0.00 de �rea do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444424571987;Não;Sim;https://venda-imoveis.caixa.gov.br/fotos/F844442457198721.jpg;https://venda-imoveis.caixa.gov.br/editais/matricula/PB/8444424571987.pdf
8444425330746;PB;JOAO PESSOA;GRAMAME;RUA JOSINALDO FLORENCIO DA SILVA, N. 103, Apto 412, 3 ANDAR BLB;62.582,70;118.027,00;46.98;Apartamento, 0.00 de �rea total, 42.82 de �rea privativa, 0.00 de �rea do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444425330746;Não;Sim;https://venda-imoveis.caixa.gov.br/fotos/F844442533074621.jpg;https://venda-imoveis.caixa.gov.br/editais/matricula/PB/8444425330746.pdf
8555529720933;PB;JOAO PESSOA;GRAMAME;RUA MARIO DUARTE DA COSTA, N. 40, Apto 204, BL B;63.628,87;120.000,00;46.98;Apartamento, 0.00 de �rea total, 54.86 de �rea privativa, 0.00 de �rea do terreno,  2 qto(s), a.serv, WC, 1 sala(s), sacada, cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8555529720933;Não;Sim;https://venda-imoveis.caixa.gov.br/fotos/F855552972093321.jpg;https://venda-imoveis.caixa.gov.br/editais/matricula/PB/8555529720933.pdf
8787700761598;PB;JOAO PESSOA;GRAMAME;RUA JOSE MATIAS GUEDES, N. 178, Apto 101, LT 171 QD 158 RES NOVA YORK;61.507,91;116.000,00;46.98;Apartamento, 0.00 de �rea total, 46.40 de �rea privativa, 0.00 de �rea do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787700761598;Não;Sim;https://venda-imoveis.caixa.gov.br/fotos/F878770076159821.jpg;https://venda-imoveis.caixa.gov.br/editais/matricula/PB/8787700761598.pdf
8787701135135;PB;JOAO PESSOA;GRAMAME;RUA INACIO ALBINO NETO, N. 240, Apto 302, 2 ANDAR TIPO B BL 12;63.098,63;119.000,00;46.98;Apartamento, 0.00 de �rea total, 45.09 de �rea privativa, 0.00 de �rea do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787701135135;Não;Sim;https://venda-imoveis.caixa.gov.br/fotos/F878770113513521.jpg;https://venda-imoveis.caixa.gov.br/editais/matricula/PB/8787701135135.pdf
8787713614432;PB;JOAO PESSOA;GRAMAME;RUA INACIO ALBINO NETO, N. 240, Apto 406, BL 22;66.240,95;124.926,22;46.98;Apartamento, 0.00 de �rea total, 44.63 de �rea privativa, 0.00 de �rea do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787713614432;Não;Sim;https://venda-imoveis.caixa.gov.br/fotos/F878771361443221.jpg;https://venda-imoveis.caixa.gov.br/editais/matricula/PB/8787713614432.pdf
8444413273076;PB;JOAO PESSOA;PARATIBE;RUA JEQUITIBA ROSA, N. 193, Apto 101, LOTE 265 QD 86 TERREO;62.568,39;118.000,00;46.98;Apartamento, 0.00 de �rea total, 44.00 de �rea privativa, 0.00 de �rea do terreno,  2 qto(s), WC, 1 sala(s), cozinha, Terraco, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444413273076;Não;Não;https://venda-imoveis.caixa.gov.br/fotos/F844441327307621.jpg;https://venda-imoveis.caixa.gov.br/editais/matricula/PB/8444413273076.pdf
8444414035756;PB;JOAO PESSOA;PARATIBE;RUA DOS TUCANOS, N. 64, Apto 102, .;62.038,14;117.000,00;46.98;Apartamento, 0.00 de �rea total, 43.02 de �rea privativa, 0.00 de �rea do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444414035756;Não;Sim;https://venda-imoveis.caixa.gov.br/fotos/F844441403575621.jpg;https://venda-imoveis.caixa.gov.br/editais/matricula/PB/8444414035756.pdf
8444414745613;PB;JOAO PESSOA;PARATIBE;RUA JOSE ANTONIO DA SILVA NETO, N. 143, Apto 101, TERREO;60.447,42;114.000,00;46.98;Apartamento, 0.00 de �rea total, 42.43 de �rea privativa, 0.00 de �rea do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444414745613;Não;Sim;https://venda-imoveis.caixa.gov.br/fotos/F844441474561321.jpg;https://venda-imoveis.caixa.gov.br/editais/matricula/PB/8444414745613.pdf
8444426590040;PB;JOAO PESSOA;PARATIBE;RUA LEONILDO DE SOUSA FERREIRA, N. 390, Apto 404, 0;65.219,59;123.000,00;46.98;Apartamento, 0.00 de �rea total, 42.87 de �rea privativa, 0.00 de �rea do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444426590040;Não;Sim;https://venda-imoveis.caixa.gov.br/fotos/F844442659004021.jpg;https://venda-imoveis.caixa.gov.br/editais/matricula/PB/8444426590040.pdf
8444417451726;PB;JOAO PESSOA;PLANALTO BOA ESPERANCA;RUA   COMERCIANTE JOSE ALVES MOREIRA, N. 87, Apto 201, LT 12 QD 81;65.749,83;124.000,00;46.98;Apartamento, 0.00 de �rea total, 41.19 de �rea privativa, 0.00 de �rea do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444417451726;Não;Sim;https://venda-imoveis.caixa.gov.br/fotos/F844441745172621.jpg;https://venda-imoveis.caixa.gov.br/editais/matricula/PB/8444417451726.pdf
8787708862369;PB;JOAO PESSOA;PLANALTO BOA ESPERANCA;RUA JOSE RODRIGUES MATOS, N. 71, Apto 302, BL A;66.280,07;125.000,00;46.98;Apartamento, 0.00 de �rea total, 50.00 de �rea privativa, 0.00 de �rea do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787708862369;Não;Sim;https://venda-imoveis.caixa.gov.br/fotos/F878770886236921.jpg;https://venda-imoveis.caixa.gov.br/editais/matricula/PB/8787708862369.pdf
